mandate_id,customer_id,amount,mandate_type,product_category,decline_code,days_since_salary_credit,prior_bounce_count,is_revocable,attempt_number,timestamp,batch_id,is_held_out,correct_action
MAND-BTD-E49ECBEA,CUST-BTD-029,7500,UPI_AUTOPAY,insurance,BANK_TECHNICAL_DECLINE,4,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,RETRY_AFTER_BACKOFF
MAND-BTD-FF617478,CUST-BTD-030,7500,UPI_AUTOPAY,insurance,BANK_TECHNICAL_DECLINE,8,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,RETRY_AFTER_BACKOFF
MAND-BTD-B3696DAC,CUST-BTD-031,7500,UPI_AUTOPAY,sip,BANK_TECHNICAL_DECLINE,12,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,RETRY_AFTER_BACKOFF
MAND-BTD-A6D10307,CUST-BTD-032,12000,UPI_AUTOPAY,loan_emi,BANK_TECHNICAL_DECLINE,11,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,RETRY_AFTER_BACKOFF
MAND-BTD-04589A56,CUST-BTD-033,4500,UPI_AUTOPAY,insurance,BANK_TECHNICAL_DECLINE,13,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,RETRY_AFTER_BACKOFF
MAND-BTD-9ABEDFC6,CUST-BTD-034,499,UPI_AUTOPAY,insurance,BANK_TECHNICAL_DECLINE,17,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,RETRY_AFTER_BACKOFF
MAND-BTD-31FA7D6F,CUST-BTD-035,1499,UPI_AUTOPAY,loan_emi,BANK_TECHNICAL_DECLINE,9,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,RETRY_AFTER_BACKOFF
MAND-NSF-C0EF5301,CUST-NSF-001,3800,UPI_AUTOPAY,sip,INSUFFICIENT_FUNDS,28,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-151D21AE,CUST-NSF-002,2500,ENACH,loan_emi,INSUFFICIENT_FUNDS,29,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-CE55ADBC,CUST-NSF-003,5000,ENACH,loan_emi,INSUFFICIENT_FUNDS,28,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-0E043D30,CUST-NSF-004,8500,UPI_AUTOPAY,sip,INSUFFICIENT_FUNDS,29,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-0D8E3B2F,CUST-NSF-005,14000,UPI_AUTOPAY,sip,INSUFFICIENT_FUNDS,1,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-F1FCA8C3,CUST-NSF-006,1200,ENACH,loan_emi,INSUFFICIENT_FUNDS,3,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-DF645397,CUST-NSF-007,5000,ENACH,sip,INSUFFICIENT_FUNDS,28,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-6E7379BD,CUST-NSF-008,3800,UPI_AUTOPAY,loan_emi,INSUFFICIENT_FUNDS,2,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-0FB1E75A,CUST-NSF-009,3800,ENACH,loan_emi,INSUFFICIENT_FUNDS,3,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-3CF51AC3,CUST-NSF-010,5000,UPI_AUTOPAY,loan_emi,INSUFFICIENT_FUNDS,3,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-ADE8E8A1,CUST-NSF-011,2500,ENACH,loan_emi,INSUFFICIENT_FUNDS,28,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-46F3C675,CUST-NSF-012,14000,ENACH,loan_emi,INSUFFICIENT_FUNDS,30,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-8C2BEB8E,CUST-NSF-013,3800,ENACH,loan_emi,INSUFFICIENT_FUNDS,29,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-C083629B,CUST-NSF-014,2500,ENACH,loan_emi,INSUFFICIENT_FUNDS,28,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-AE13A25E,CUST-NSF-015,1200,UPI_AUTOPAY,loan_emi,INSUFFICIENT_FUNDS,29,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-1B4F861B,CUST-NSF-016,3800,ENACH,sip,INSUFFICIENT_FUNDS,30,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-03E560CA,CUST-NSF-017,3800,UPI_AUTOPAY,loan_emi,INSUFFICIENT_FUNDS,28,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-979B8792,CUST-NSF-018,5000,ENACH,sip,INSUFFICIENT_FUNDS,30,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-FC70F5C0,CUST-NSF-019,8500,UPI_AUTOPAY,loan_emi,INSUFFICIENT_FUNDS,1,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-D11062B1,CUST-NSF-020,3800,ENACH,sip,INSUFFICIENT_FUNDS,1,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-E08CD82F,CUST-NSF-021,5000,ENACH,sip,INSUFFICIENT_FUNDS,28,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-ABF0B3A3,CUST-NSF-022,2500,ENACH,loan_emi,INSUFFICIENT_FUNDS,28,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-6D2C1DEB,CUST-NSF-023,5000,ENACH,loan_emi,INSUFFICIENT_FUNDS,29,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-45986752,CUST-NSF-024,1200,ENACH,loan_emi,INSUFFICIENT_FUNDS,3,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-BE53A168,CUST-NSF-025,8500,UPI_AUTOPAY,loan_emi,INSUFFICIENT_FUNDS,3,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-E7CF1082,CUST-NSF-026,2500,UPI_AUTOPAY,loan_emi,INSUFFICIENT_FUNDS,30,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-343A9B63,CUST-NSF-027,1200,ENACH,loan_emi,INSUFFICIENT_FUNDS,2,1,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-2C9E4395,CUST-NSF-028,14000,UPI_AUTOPAY,loan_emi,INSUFFICIENT_FUNDS,30,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-4ABC8355,CUST-NSF-029,2500,UPI_AUTOPAY,loan_emi,INSUFFICIENT_FUNDS,3,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-NSF-A2DACCE3,CUST-NSF-030,8500,ENACH,loan_emi,INSUFFICIENT_FUNDS,28,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SCHEDULE_POST_SALARY
MAND-AFA-BEBDDD93,CUST-AFA-001,21000,UPI_AUTOPAY,sip,AFA_REQUIRED,9,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-AFA-50663CBF,CUST-AFA-002,24000,UPI_AUTOPAY,subscription,AFA_REQUIRED,10,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-AFA-F092B75C,CUST-AFA-003,18500,UPI_AUTOPAY,sip,AFA_REQUIRED,8,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-AFA-99C74C38,CUST-AFA-004,30000,UPI_AUTOPAY,insurance,AFA_REQUIRED,7,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-AFA-9BA13566,CUST-AFA-005,24000,UPI_AUTOPAY,subscription,AFA_REQUIRED,13,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-AFA-3FB276CA,CUST-AFA-006,21000,UPI_AUTOPAY,subscription,AFA_REQUIRED,13,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-AFA-418ABAFE,CUST-AFA-007,30000,UPI_AUTOPAY,subscription,AFA_REQUIRED,8,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-AFA-D1CF605C,CUST-AFA-008,18500,UPI_AUTOPAY,insurance,AFA_REQUIRED,6,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-AFA-45FC2347,CUST-AFA-009,18500,UPI_AUTOPAY,subscription,AFA_REQUIRED,13,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-AFA-C704E038,CUST-AFA-010,21000,UPI_AUTOPAY,insurance,AFA_REQUIRED,7,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-AFA-FEBB54FD,CUST-AFA-011,21000,UPI_AUTOPAY,insurance,AFA_REQUIRED,8,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-AFA-3196308D,CUST-AFA-012,30000,UPI_AUTOPAY,insurance,AFA_REQUIRED,10,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-AFA-2AECCE41,CUST-AFA-013,21000,UPI_AUTOPAY,sip,AFA_REQUIRED,7,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-AFA-26DF7272,CUST-AFA-014,21000,UPI_AUTOPAY,insurance,AFA_REQUIRED,14,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_UPI_INTENT_PUSH
MAND-PSD-D41B5E46,CUST-PSD-001,3999,UPI_AUTOPAY,subscription,MANDATE_PAUSED,16,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_HINGLISH_NUDGE
MAND-PSD-7AEAFA05,CUST-PSD-002,499,UPI_AUTOPAY,subscription,MANDATE_PAUSED,18,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_HINGLISH_NUDGE
MAND-PSD-91D192F6,CUST-PSD-003,1299,UPI_AUTOPAY,subscription,MANDATE_PAUSED,16,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_HINGLISH_NUDGE
MAND-PSD-03E612E2,CUST-PSD-004,1299,UPI_AUTOPAY,subscription,MANDATE_PAUSED,11,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_HINGLISH_NUDGE
MAND-PSD-C34A28C3,CUST-PSD-005,3999,UPI_AUTOPAY,subscription,MANDATE_PAUSED,7,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_HINGLISH_NUDGE
MAND-PSD-06D051D4,CUST-PSD-006,1299,UPI_AUTOPAY,subscription,MANDATE_PAUSED,7,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_HINGLISH_NUDGE
MAND-PSD-B84C9F58,CUST-PSD-007,2499,UPI_AUTOPAY,subscription,MANDATE_PAUSED,14,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_HINGLISH_NUDGE
MAND-PSD-D319799D,CUST-PSD-008,1299,UPI_AUTOPAY,subscription,MANDATE_PAUSED,5,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_HINGLISH_NUDGE
MAND-PSD-C5F2C8A2,CUST-PSD-009,2499,UPI_AUTOPAY,subscription,MANDATE_PAUSED,10,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_HINGLISH_NUDGE
MAND-PSD-5D047BBD,CUST-PSD-010,2499,UPI_AUTOPAY,subscription,MANDATE_PAUSED,18,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_HINGLISH_NUDGE
MAND-EXP-CC67808F,CUST-EXP-001,4999,UPI_AUTOPAY,subscription,MANDATE_EXPIRED,5,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_MANDATE_RENEWAL_LINK
MAND-EXP-CEAA44D9,CUST-EXP-002,2999,UPI_AUTOPAY,subscription,MANDATE_EXPIRED,8,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_MANDATE_RENEWAL_LINK
MAND-EXP-7DD36ABA,CUST-EXP-003,2999,UPI_AUTOPAY,subscription,MANDATE_EXPIRED,2,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_MANDATE_RENEWAL_LINK
MAND-EXP-5A29136E,CUST-EXP-004,4999,UPI_AUTOPAY,subscription,MANDATE_EXPIRED,6,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_MANDATE_RENEWAL_LINK
MAND-EXP-FBEC6DE7,CUST-EXP-005,999,UPI_AUTOPAY,subscription,MANDATE_EXPIRED,3,0,true,1,2026-09-03T05:40:12.637189+00:00,62869a5d-00f3-4748-94a8-4062ebbdf0b7,False,SEND_MANDATE_RENEWAL_LINK
